,Adjusted net savings (% of GNI),"Adolescent birth rate (births per 1,000 women ages 15-19)","Antenatal care coverage, at least one visit (%)",Birth registration (% under age 5),Child labour (% ages 5-14),"Child malnutrition, stunting (moderate or severe) (% under age 5)","Child marriage, women married by age 18 (% of women ages 20–24 years who are married or in union)",Coefficient of Human Inequality,Concentration index (exports) (value),"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",Current health expenditure (% of GDP),Domestic credit provided by financial sector (% of GDP),Education Index,Employment in agriculture (% of total employment),Employment in services (% of total employment),Employment to population ratio (% ages 15 and older),"Estimated gross national income per capita, female (2011 PPP$)","Estimated gross national income per capita, male (2011 PPP$)",Expected years of schooling (years),"Expected years of schooling, female (years)","Expected years of schooling, male (years)",Exports and imports (% of GDP),Female share of employment in senior and middle management (%),"Female share of graduates in science, mathematics, engineering, manufacturing and construction at tertiary level (%)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of total land area),"Forest area, change (%)",Fossil fuel energy consumption (% of total energy consumption),Fresh water withdrawals (% of total renewable water resources),Gender Development Index (GDI),Gender Inequality Index (GII),Government expenditure on education (% of GDP),Gross capital formation (% of GDP),Gross domestic product (GDP) per capita (2011 PPP $),"Gross domestic product (GDP), total (2011 PPP $ billions)","Gross enrolment ratio, pre-primary (% of preschool-age children)","Gross enrolment ratio, primary (% of primary school-age population)","Gross enrolment ratio, secondary (% of secondary school-age population)","Gross enrolment ratio, tertiary (% of tertiary school-age population)",Gross fixed capital formation (% of GDP),Gross national income (GNI) per capita (2011 PPP$),"HIV prevalence, adult (% ages 15-49), total",Homeless people due to natural disaster (average annual per million people),"Homicide rate (per 100,000 people)","Human Development Index (HDI), female","Human Development Index (HDI), male",Human Development Index (HDI),Income Index,"Income inequality, Gini coefficient","Income inequality, Palma ratio","Income inequality, quintile ratio","Income quintile ratio, average annual change (%)",Inequality in education (%),Inequality in income (%),Inequality in life expectancy (%),Inequality-adjusted education index,Inequality-adjusted HDI (IHDI),Inequality-adjusted income index,Inequality-adjusted life expectancy index,"Infants lacking immunization, DTP (% of one-year-olds)","Infants lacking immunization, measles (% of one-year-olds)",International inbound tourists (thousands),International student mobility (% of total tertiary enrolment),"Internet users, female (% of female population)","Internet users, total (% of population)","Labour force participation rate (% ages 15 and older), female","Labour force participation rate (% ages 15 and older), male",Labour force participation rate (% ages 15 and older),Life expectancy at birth (years),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Life expectancy Index,"Literacy rate, adult (% ages 15 and older)","Malaria incidence (per 1,000 people at risk)",Mandatory paid maternity leave (days),"Maternal mortality ratio (deaths per 100,000 live births)",Mean years of schooling (years),"Mean years of schooling, female (years)","Mean years of schooling, male (years)",Median age (years),Mobile phone subscriptions (per 100 people),"Mortality rate attributed to household and ambient air pollution (per 100,000 population)","Mortality rate attributed to unsafe water, sanitation and hygiene services (per 100,000 population)","Mortality rate, female adult (per 1,000 people)","Mortality rate, infant (per 1,000 live births)","Mortality rate, male adult (per 1,000 people)","Mortality rate, under-five (per 1,000 live births)",MPI 2018_ Contribution to Education,MPI 2018_ Contribution to Health,MPI 2018_ Contribution to Standard of Living,Multidimensional poverty index (MPI),"Net migration rate (per 1,000 people)",Net official development assistance received (% of GNI),Old age dependency ratio (old age (65 and older) per 100 people (ages 15-64)),Old age pension recipients (% of statutory pension age population),Overall loss in HDI due to inequality (%),"Overall loss in HDI value due to inequality, average annual change (%)","Population in multidimensional poverty, headcount (%)","Population in multidimensional poverty, headcount (thousands) (for the year of survey)","Population in multidimensional poverty, headcount (thousands) (projections for 2016)","Population in multidimensional poverty, intensity of deprivation (%)",Population in severe multidimensional poverty (%),"Population living below income poverty line, PPP $1",Population using improved drinking-water sources (%),Population using improved sanitation facilities (%),Population vulnerable to multidimensional poverty (%),Population with at least some secondary education (% ages 25 and older),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Population, total (millions)","Population, under age 5 (millions)","Population, urban (%)",Primary school dropout rate (% of primary school cohort),Primary school teachers trained to teach (%),"Prison population (per 100,000 people)",Private capital flows (% of GDP),Programme for International Student Assessment (PISA) score in mathematics,Programme for International Student Assessment (PISA) score in reading,Programme for International Student Assessment (PISA) score in science,Proportion of births attended by skilled health personnel (%),"Pupil-teacher ratio, primary school (number of pupils per teacher)",Ratio of education and health expenditure to military expenditure,Red List Index (value),Refugees by country of origin (thousands),"Remittances, inflows (% of GDP)",Renewable energy consumption (% of total final energy consumption),Research and development expenditure (% of GDP),Rural population with access to electricity (%),Sex ratio at birth (male to female births),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Share of seats in parliament (% held by women),Skilled labour force (% of labour force),"Suicide rate, female (per 100,000 people)","Suicide rate, male (per 100,000 people)",Survival rate to the last grade of lower secondary general education (%),"Total debt service (% of exports of goods, services and primary income)",Total unemployment rate (female to male ratio),"Tuberculosis incidence (per 100,000 people)","Unemployment, total (% of labour force)","Unemployment, youth (% ages 15–24)","Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)","Violence against women ever experienced, intimate partner (% of female population ages 15 and older)","Violence against women ever experienced, nonintimate partner (% of female population ages 15 and older)",Vulnerable employment (% of total employment),Working poor at PPP$3,Young age (0-14) dependency ratio (per 100 people ages 15-64),Youth not in school or employment (% ages 15-24),Youth unemployment rate (female to male ratio)
 Azerbaijan,13.6,51.2,,71.0,2.39,1.18,,12.9,0.82,,6.7,40.2,0.7090000000000001,36.4,49.6,62.3,11097.0,21621.0,12.7,12.6,12.7,72.6,,,7.6,13.8,13.8,,,0.9540000000000001,0.313,3.0,27.9,16699.0,161.1,24.0,107.0,,25.0,27.8,16334.0,0.1,71.0,,0.738,0.773,0.758,0.77,12.9,12.9,12.9,27.9,8.3,8.9,21.7,0.65,0.6579999999999999,0.7020000000000001,0.626,3.0,2.0,1922.0,-17.5,-17.5,77.0,62.5,68.7,65.5,71.9,74.9,68.9,0.799,99.8,0.0,0.773,25.0,10.7,10.4,11.0,30.3,111.2,,,86.0,28.2,174.0,32.0,0.0,0.0,0.0,0.0,0.0,0.1,8.0,68.7,13.2,27.9,0.0,0.0,0.0,0.0,0.0,0.0,84.4,89.3,0.0,95.6,93.8,97.5,6.9,0.6,9.6,0.9,54.7,1.1,99.0,,-3.6,99.0,99.0,99.0,99.8,13.0,1.8,,,2.39,2.3,0.2,100.0,1.16,44.2,16.9,,1.1,5.3,96.0,5.2,1.44,71.0,5.0,13.3,,,,55.5,1.2,32.1,,1.18
 Bahamas,11.2,29.8,,18.0,,1.14,,,0.529,,7.4,75.7,0.726,3.9,84.0,66.6,22882.0,32525.0,12.8,,,73.7,,,0.6,51.4,51.4,,,,0.364,,24.7,28407.0,11.0,,,,,23.6,27602.0,3.2,18.0,37.7,,,0.807,0.8490000000000001,,,,24.7,,,9.4,,,,0.774,1.0,6.0,1484.0,,,78.0,69.9,82.0,75.7,75.5,78.5,72.4,0.8540000000000001,,,,80.0,11.1,11.5,10.5,32.5,80.4,,,119.0,9.0,198.0,11.0,5.2,5.2,5.2,5.2,5.2,,11.7,82.0,,24.7,5.2,5.2,5.2,5.2,5.2,5.2,97.8,92.0,5.2,87.5,87.4,87.6,0.3,0.0,0.4,0.0,82.7,,,37.7,-0.5,,,,,,,,37.7,,1.2,,100.0,1.06,48.5,16.7,,0.4,2.9,,,1.11,18.0,12.0,24.3,,,,14.6,0.2,29.1,,1.14
 Bahrain,,13.7,,14.0,,2.04,,,0.31,,5.2,90.9,0.723,0.9,63.7,70.8,19291.0,56370.0,14.8,15.4,14.0,154.1,,,0.2,0.8,0.8,,,0.937,0.225,2.7,26.5,43926.0,60.3,56.0,101.0,102.0,43.0,24.0,42178.0,0.1,14.0,,0.7909999999999999,0.843,0.8320000000000001,0.9129999999999999,,,,26.5,,,6.3,,,,0.818,2.0,1.0,9670.0,-0.1,-0.1,93.5,43.8,87.0,71.6,76.8,77.8,75.9,0.873,,,0.843,15.0,9.3,9.0,9.2,31.2,183.6,,,59.0,6.6,74.0,7.7,6.4,6.4,6.4,6.4,6.4,,3.0,87.0,,26.5,6.4,6.4,6.4,6.4,6.4,6.4,100.0,100.0,6.4,57.9,61.6,55.6,1.1,0.0,1.4,0.1,89.0,1.4,82.0,,-10.4,82.0,82.0,82.0,99.7,12.0,1.7,,,,0.0,,100.0,1.04,21.4,15.0,,2.9,9.5,99.0,,7.6,14.0,1.2,5.3,,,,1.8,,27.1,,2.04
 Bangladesh,24.7,85.8,,221.0,7.84,1.05,,28.5,0.409,,2.6,60.2,0.488,42.7,36.9,54.0,1813.0,4827.0,11.3,11.5,11.1,42.1,,,1.5,11.0,11.0,,,0.879,0.547,,28.9,3133.0,505.0,31.0,120.0,63.0,,28.9,3334.0,0.1,221.0,2.5,0.5539999999999999,0.631,0.5920000000000001,0.53,28.5,28.5,28.5,28.9,37.3,28.3,20.1,0.306,0.42100000000000004,0.38,0.6409999999999999,1.0,6.0,,,,14.4,32.4,80.5,56.5,72.2,73.9,70.6,0.802,,0.9,0.631,176.0,5.2,5.1,6.5,25.6,81.5,,,109.0,29.7,150.0,36.3,-3.2,-3.2,-3.2,-3.2,-3.2,1.2,7.7,80.5,28.9,28.9,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,97.3,46.9,-3.2,43.1,42.0,45.9,105.7,8.1,161.2,15.3,34.3,,48.0,2.5,-1.5,48.0,48.0,48.0,,36.0,,,2.5,7.84,34.7,,55.5,1.05,17.7,20.0,,6.6,5.3,87.0,4.7,2.18,221.0,4.4,10.7,,,,58.6,75.7,44.9,,1.05
 Barbados,,42.1,,0.0,2.36,1.02,,,0.153,,7.5,,0.777,2.9,77.8,58.2,13151.0,17871.0,15.3,16.7,13.9,79.0,,,1.5,14.7,14.7,,,1.016,0.294,,17.3,16458.0,4.7,84.0,93.0,109.0,,17.1,15413.0,1.3,0.0,10.9,0.8009999999999999,0.789,0.797,0.7609999999999999,,,,17.3,5.5,,7.8,0.7340000000000001,,,0.79,1.0,4.0,592.0,,,76.1,61.9,69.9,65.7,75.8,78.1,73.3,0.858,,,0.789,27.0,10.5,10.6,10.3,38.5,117.8,,,74.0,11.7,124.0,12.6,1.5,1.5,1.5,1.5,1.5,,21.3,69.9,,17.3,1.5,1.5,1.5,1.5,1.5,1.5,98.1,96.5,1.5,92.6,93.0,90.6,0.2,0.0,0.3,0.0,31.2,,66.0,10.9,,66.0,66.0,66.0,99.0,13.0,,,10.9,2.36,2.8,,100.0,1.04,51.2,19.6,,0.1,0.5,,,0.88,0.0,11.4,32.3,,,,15.8,0.4,29.1,,1.02
 Belarus,19.2,19.2,,55.0,1.65,1.09,,6.4,0.245,,6.1,49.8,0.836,9.5,58.1,63.9,13382.0,19498.0,15.5,16.0,15.0,115.9,,,2.9,42.5,42.5,,,1.024,0.145,4.8,29.0,17230.0,163.5,101.0,100.0,105.0,88.0,28.7,16228.0,0.3,55.0,,0.813,0.794,0.805,0.769,6.4,6.4,6.4,29.0,3.7,9.7,5.8,0.8059999999999999,0.753,0.6940000000000001,0.764,1.0,1.0,4386.0,-2.7,-2.7,67.3,58.6,71.0,64.3,72.7,78.2,67.2,0.812,,,0.794,4.0,12.2,12.1,12.1,39.6,120.7,,,,3.0,,4.0,1.6,1.6,1.6,1.6,1.6,0.2,20.6,71.0,6.4,29.0,1.6,1.6,1.6,1.6,1.6,1.6,98.0,94.3,1.6,89.3,87.0,92.2,6.6,1.4,9.5,0.6,77.2,1.2,99.0,,-1.1,99.0,99.0,99.0,,18.0,8.5,,,1.65,6.8,0.5,100.0,1.06,51.3,29.2,,5.4,35.0,99.0,16.0,1.0,55.0,0.5,1.2,,,,2.5,0.3,23.2,,1.09
 Belgium,9.3,5.5,,9.5,2.17,0.93,,8.3,0.096,,10.5,148.0,0.89,1.2,77.4,48.9,32900.0,50858.0,19.8,20.8,18.8,160.2,31.0,31.0,-6.4,22.6,22.6,75.8,,0.97,0.052000000000000005,,23.6,41708.0,470.2,117.0,103.0,164.0,75.0,23.2,41727.0,,9.5,1.9,0.895,0.9229999999999999,0.9129999999999999,0.9109999999999999,8.3,8.3,8.3,23.6,8.1,12.7,4.0,0.818,0.8370000000000001,0.795,0.9,1.0,4.0,8355.0,8.5,8.5,85.1,48.0,59.1,53.5,81.0,83.3,78.5,0.938,,,0.9229999999999999,7.0,11.7,11.3,11.7,41.3,113.2,,,54.0,3.2,89.0,4.0,4.7,4.7,4.7,4.7,4.7,,28.0,59.1,8.3,23.6,4.7,4.7,4.7,4.7,4.7,4.7,100.0,99.5,4.7,82.3,80.1,84.7,7.3,2.0,11.3,0.6,97.9,,,1.9,-1.1,,,,,11.0,,,1.9,2.17,9.2,2.5,100.0,1.05,46.6,42.4,81.4,9.1,23.4,,,0.86,9.5,8.5,22.1,,,,10.9,,26.2,12.2,0.93
 Belize,0.8,66.6,97.2,25.0,4.76,1.54,97.2,21.8,0.282,,6.2,66.0,0.7040000000000001,15.9,67.9,59.8,5804.0,9539.0,12.8,13.0,12.5,123.6,36.6,36.6,3.3,59.9,59.9,,,0.973,0.38,6.7,22.5,8128.0,2.9,50.0,113.0,81.0,23.0,21.5,7666.0,1.8,25.0,33.1,0.698,0.718,0.7090000000000001,0.655,21.8,21.8,21.8,22.5,15.9,37.9,11.6,0.5920000000000001,0.5479999999999999,0.40700000000000003,0.682,3.0,4.0,341.0,,,41.6,52.2,81.0,66.4,70.2,73.2,67.6,0.772,,0.1,0.718,28.0,10.5,10.5,10.4,23.5,59.0,,,129.0,13.4,220.0,15.6,4.5,4.5,4.5,4.5,4.5,1.7,5.9,81.0,22.7,22.5,4.5,4.5,4.5,4.5,4.5,4.5,97.1,87.2,4.5,78.0,78.3,77.7,0.2,0.0,0.4,0.0,45.4,,68.0,33.1,-3.3,68.0,68.0,68.0,,20.0,11.7,,33.1,4.76,35.0,,87.5,1.03,41.8,13.3,,2.0,14.7,69.0,9.1,2.24,25.0,10.0,18.8,,,,22.5,9.4,50.9,8.4,1.54
 Benin,-0.5,91.2,,60.0,2.58,1.08,,37.1,0.317,,4.0,20.9,0.466,41.8,40.0,68.9,1720.0,2242.0,12.6,11.9,14.2,68.0,,,1.8,38.2,38.2,,,0.882,0.619,4.4,26.0,1987.0,21.0,24.0,132.0,59.0,14.0,26.4,1980.0,1.0,60.0,6.2,0.48100000000000004,0.545,0.508,0.451,37.1,37.1,37.1,26.0,44.8,29.4,37.0,0.257,0.318,0.318,0.39399999999999996,14.0,26.0,255.0,3.6,3.6,11.3,68.4,73.2,70.8,60.6,62.1,59.1,0.625,,301.8,0.545,405.0,3.5,2.8,4.3,18.2,88.1,,,220.0,64.6,266.0,100.3,-0.9,-0.9,-0.9,-0.9,-0.9,5.2,6.0,73.2,37.4,26.0,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,67.0,13.9,-0.9,23.3,15.8,30.8,5.7,0.3,10.6,1.7,45.7,,69.0,6.2,0.8,69.0,69.0,69.0,,45.0,7.6,,6.2,2.58,50.9,,17.2,1.04,55.5,7.2,,8.4,22.7,,3.5,1.17,60.0,2.6,5.4,,,,87.9,68.7,80.1,,1.08
 Bhutan,15.2,24.7,,153.0,0.95,1.28,,28.4,0.359,,3.5,51.8,0.445,58.0,32.4,65.0,5231.0,8684.0,12.2,12.3,12.1,95.0,,,0.5,72.3,72.3,,,0.889,0.489,7.4,54.0,7743.0,6.1,20.0,98.0,83.0,,54.2,7066.0,,153.0,1.5,0.565,0.635,0.603,0.643,28.4,28.4,28.4,54.0,44.8,19.6,20.7,0.245,0.426,0.517,0.608,1.0,3.0,155.0,,,39.8,57.8,74.1,66.6,69.8,70.0,69.6,0.7659999999999999,,0.1,0.635,148.0,3.1,2.1,4.2,26.3,85.8,,,209.0,27.8,207.0,33.6,2.6,2.6,2.6,2.6,2.6,5.2,6.9,74.1,29.4,54.0,2.6,2.6,2.6,2.6,2.6,2.6,97.6,62.9,2.6,9.6,5.8,13.4,0.5,0.0,0.8,0.1,38.7,,100.0,1.5,,100.0,100.0,100.0,89.0,40.0,,,1.5,0.95,86.9,,97.4,1.04,32.0,8.3,,9.9,13.9,,17.6,1.89,153.0,2.5,10.0,,,,71.4,10.4,40.4,,1.28
 Bolivia (Plurinational State of),,70.4,,117.0,3.61,1.19,,28.8,0.439,,6.4,67.1,0.672,27.9,49.6,65.0,4557.0,8128.0,13.8,13.5,14.1,67.9,,,1.7,50.6,50.6,,,0.925,0.45399999999999996,,20.3,6532.0,70.0,71.0,97.0,86.0,,21.4,6345.0,0.3,117.0,6.3,0.653,0.706,0.6809999999999999,0.627,28.8,28.8,28.8,20.3,20.8,36.4,29.0,0.532,0.483,0.39799999999999996,0.532,3.0,5.0,882.0,,,35.6,54.5,79.8,67.1,68.8,71.3,66.3,0.75,92.5,3.4,0.706,206.0,8.7,8.0,9.4,24.1,94.8,,,152.0,30.5,217.0,38.2,-1.2,-1.2,-1.2,-1.2,-1.2,2.5,10.6,79.8,29.0,20.3,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,92.9,52.6,-1.2,54.2,49.6,58.7,6.6,0.7,10.7,1.2,68.4,4.1,58.0,6.3,0.2,58.0,58.0,58.0,,18.0,,,6.3,3.61,17.5,,75.0,1.05,40.4,51.8,43.8,14.4,26.7,96.0,9.7,1.46,117.0,3.1,6.8,,,,32.2,10.6,53.1,14.6,1.19
 Bosnia and Herzegovina,,11.0,,39.0,11.11,1.16,,13.1,0.102,,9.4,57.7,0.695,17.9,44.6,34.5,7349.0,14794.0,14.2,14.6,14.4,87.8,24.2,24.2,2.3,42.7,42.7,,,0.9129999999999999,0.172,,18.7,10932.0,38.7,,,,,17.8,11004.0,,39.0,1.6,0.722,0.7909999999999999,0.755,0.71,13.1,13.1,13.1,18.7,12.5,20.2,6.7,0.608,0.655,0.5670000000000001,0.8140000000000001,11.0,17.0,678.0,-2.7,-2.7,52.6,35.7,58.4,46.7,76.7,79.2,74.2,0.873,,,0.7909999999999999,11.0,9.0,7.8,10.6,41.0,97.4,,,65.0,5.3,127.0,6.1,-8.9,-8.9,-8.9,-8.9,-8.9,2.2,22.5,58.4,13.3,18.7,-8.9,-8.9,-8.9,-8.9,-8.9,-8.9,97.7,94.8,-8.9,78.0,69.5,87.5,2.5,0.6,3.5,0.2,47.2,4.4,,1.6,-1.3,,,,99.9,17.0,,,1.6,11.11,40.8,0.2,100.0,1.07,41.1,19.3,81.0,1.9,7.1,96.0,28.6,0.86,39.0,26.3,62.3,,,,20.8,0.2,20.7,27.7,1.16
 Botswana,27.6,34.3,,356.0,0.21,1.21,,36.2,0.807,,6.0,12.4,0.6579999999999999,26.9,59.3,59.0,12230.0,18057.0,12.6,12.8,12.5,105.7,,,4.7,19.1,19.1,,,0.9790000000000001,0.445,,32.1,15357.0,33.9,,,,28.0,34.0,15109.0,22.2,356.0,,0.6990000000000001,0.7140000000000001,0.706,0.758,36.2,36.2,36.2,32.1,32.1,55.5,20.9,0.447,0.43799999999999994,0.337,0.5579999999999999,2.0,3.0,1528.0,-3.7,-3.7,37.3,65.0,78.3,71.5,65.8,68.7,62.9,0.705,,1.1,0.7140000000000001,129.0,9.2,9.2,9.5,24.4,157.3,,,195.0,33.9,303.0,42.1,1.4,1.4,1.4,1.4,1.4,0.5,5.8,78.3,38.0,32.1,1.4,1.4,1.4,1.4,1.4,1.4,79.2,60.0,1.4,85.9,85.1,86.7,1.4,0.1,2.2,0.3,67.2,,,,3.4,,,,99.7,,,,,0.21,28.9,,36.0,1.03,47.4,9.5,,6.2,19.5,,3.1,1.48,356.0,17.5,35.3,,,,15.0,21.4,49.3,,1.21
 Brazil,6.5,64.3,97.2,42.0,0.16,1.18,97.2,25.0,0.128,,8.9,107.1,0.68,10.2,67.6,58.7,12554.0,16206.0,15.4,15.7,14.7,27.0,38.0,38.0,4.1,59.0,59.0,,,1.018,0.413,,17.4,14703.0,3028.2,92.0,115.0,100.0,51.0,17.8,14350.0,0.6,42.0,28.4,0.7609999999999999,0.748,0.757,0.75,25.0,25.0,25.0,17.4,22.6,37.8,14.4,0.526,0.563,0.466,0.728,3.0,4.0,6306.0,-0.3,-0.3,58.3,53.4,75.4,64.1,75.3,78.9,71.6,0.851,,7.5,0.748,44.0,7.6,7.8,7.3,31.3,125.2,,,95.0,14.0,194.0,15.7,0.0,0.0,0.0,0.0,0.0,0.1,11.4,75.4,25.6,17.4,0.0,0.0,0.0,0.0,0.0,0.0,97.5,86.1,0.0,57.5,59.6,56.1,143.2,16.4,206.0,14.9,85.8,,,28.4,-4.6,,,,99.1,22.0,,,28.4,0.16,43.8,,98.2,1.05,44.4,10.8,41.7,2.7,9.6,,38.1,1.4,42.0,8.4,19.9,,,,27.0,5.6,32.4,21.5,1.18
 Brunei Darussalam,41.2,11.9,,58.0,,1.09,,,0.649,,2.6,40.0,0.705,0.6,80.9,63.0,66248.0,90246.0,14.5,15.4,14.6,84.9,,,1.3,72.1,72.1,,,0.993,,,35.2,74600.0,31.1,70.0,105.0,96.0,31.0,35.0,78611.0,,58.0,,0.851,0.857,0.852,1.0,,,,35.2,,,4.4,,,,0.8390000000000001,1.0,4.0,218.0,-26.8,-26.8,71.2,59.4,75.3,67.6,77.0,78.8,75.5,0.878,,,0.857,23.0,9.0,9.0,9.1,30.0,111.0,,,73.0,8.5,103.0,10.0,1.0,1.0,1.0,1.0,1.0,,5.7,75.3,,35.2,1.0,1.0,1.0,1.0,1.0,1.0,99.5,96.3,1.0,68.6,67.7,69.6,0.3,0.0,0.4,0.0,76.7,,82.0,,1.3,82.0,82.0,82.0,100.0,10.0,,,,,0.0,,100.0,1.06,42.0,,,1.3,1.4,100.0,,1.32,58.0,6.8,26.3,,,,5.0,0.4,32.8,,1.09
 Bulgaria,8.9,41.5,,28.0,2.98,1.02,,10.5,0.09300000000000001,,8.2,60.3,0.8109999999999999,6.9,63.3,49.2,13200.0,20322.0,15.1,15.3,14.8,128.1,37.4,37.4,5.4,35.2,35.2,,26.4,0.991,0.23,,21.2,17000.0,122.0,84.0,97.0,102.0,70.0,21.0,16663.0,0.1,28.0,1.8,0.8029999999999999,0.81,0.807,0.773,10.5,10.5,10.5,21.2,5.5,18.2,7.8,0.7659999999999999,0.721,0.632,0.775,7.0,8.0,7099.0,-4.6,-4.6,56.7,48.6,60.2,54.2,74.6,78.1,71.2,0.84,,,0.81,11.0,11.8,11.8,11.7,43.5,128.1,26.4,26.4,,7.0,,8.2,-0.7,-0.7,-0.7,-0.7,-0.7,,30.5,60.2,10.7,21.2,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,99.3,86.0,-0.7,94.2,93.1,95.5,4.7,1.4,7.2,0.3,74.0,6.5,,1.8,-6.3,,,,99.8,,,26.4,1.8,2.98,17.6,1.0,100.0,1.06,48.2,20.4,87.1,4.8,18.3,46.0,28.6,0.86,28.0,9.1,21.6,,,,8.5,,21.2,19.3,1.02
 Burkina Faso,-8.4,109.9,92.8,52.0,3.69,1.59,92.8,33.3,0.642,,5.4,32.2,0.27699999999999997,29.4,38.5,62.3,1195.0,1862.0,8.3,8.0,8.5,62.3,,,2.2,19.6,19.6,,,0.865,0.621,4.2,24.3,1596.0,28.9,4.0,88.0,34.0,5.0,24.7,1527.0,0.9,52.0,0.4,0.382,0.442,0.41200000000000003,0.41200000000000003,33.3,33.3,33.3,24.3,38.6,24.2,37.1,0.17,0.27399999999999997,0.312,0.386,5.0,12.0,163.0,,,11.4,58.3,75.4,66.7,59.9,60.5,59.2,0.614,,425.2,0.442,371.0,1.4,1.0,2.0,17.0,79.8,,,242.0,54.4,273.0,88.5,-1.5,-1.5,-1.5,-1.5,-1.5,10.0,4.6,75.4,33.6,24.3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,53.9,22.5,-1.5,8.5,6.0,11.5,9.4,0.4,18.1,3.2,27.5,31.2,85.0,0.4,1.7,85.0,85.0,85.0,79.8,42.0,6.8,,0.4,3.69,74.2,,1.0,1.05,48.5,9.4,,10.1,25.1,72.0,4.4,2.32,52.0,6.5,8.6,,,,87.4,69.5,87.6,,1.59
 Burundi,-22.6,28.3,,122.0,1.66,0.69,,30.6,0.456,,8.2,30.7,0.42100000000000004,91.6,6.1,77.3,859.0,634.0,11.7,11.3,12.1,36.0,,,1.6,10.7,10.7,,,0.9990000000000001,0.474,,16.6,748.0,7.6,14.0,134.0,45.0,,16.6,748.0,1.1,122.0,4.5,0.419,0.419,0.418,0.304,30.6,30.6,30.6,16.6,36.9,14.1,40.8,0.266,0.28600000000000003,0.261,0.33799999999999997,3.0,7.0,131.0,,,4.9,79.9,77.1,78.5,57.1,59.1,55.1,0.5710000000000001,,158.1,0.419,712.0,2.9,2.6,3.6,17.6,49.0,,,265.0,50.1,323.0,74.6,-1.5,-1.5,-1.5,-1.5,-1.5,12.0,4.7,77.1,31.6,16.6,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,55.9,50.5,-1.5,8.7,7.1,9.6,5.4,0.3,10.2,1.9,12.1,55.7,100.0,4.5,,100.0,100.0,100.0,,43.0,,,4.5,1.66,95.7,,1.4,1.03,22.0,37.8,,6.3,20.3,72.0,13.4,0.52,122.0,1.6,2.9,,,,92.7,85.9,84.8,,0.69
 Cabo Verde,,76.2,,139.0,12.59,1.09,,19.9,0.306,,4.8,84.5,0.5489999999999999,68.7,24.4,53.8,4041.0,7356.0,12.6,12.8,12.1,104.1,,,6.0,22.3,22.3,,,0.946,,5.3,30.2,5915.0,3.2,70.0,98.0,85.0,22.0,,5692.0,0.8,139.0,8.6,0.627,0.6629999999999999,0.647,0.611,19.9,19.9,19.9,30.2,18.2,28.0,13.4,0.449,0.517,0.439,0.7,3.0,8.0,520.0,-23.4,-23.4,48.0,48.6,71.6,60.0,72.6,74.5,70.5,0.809,86.8,0.1,0.6629999999999999,42.0,5.9,5.9,6.4,23.8,114.7,,,102.0,18.9,148.0,22.2,-4.3,-4.3,-4.3,-4.3,-4.3,9.9,6.9,71.6,20.1,30.2,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,86.5,65.2,-4.3,,,,0.3,0.0,0.5,0.1,64.3,9.9,,8.6,-4.8,,,,91.4,22.0,18.2,,8.6,12.59,26.6,,86.5,1.03,30.6,20.8,47.7,7.0,18.5,80.0,6.2,1.14,139.0,10.3,17.8,,,,37.9,39.7,48.4,,1.09
 Cambodia,6.2,49.5,,368.0,2.22,1.0,,22.4,0.31,,6.0,65.1,0.479,28.8,44.4,84.3,2687.0,3505.0,11.7,11.2,12.1,127.9,,,9.4,53.6,53.6,,,0.912,0.473,,22.5,3291.0,51.1,18.0,117.0,,13.0,21.4,3086.0,0.6,368.0,,0.542,0.595,0.5710000000000001,0.518,22.4,22.4,22.4,22.5,27.3,20.3,19.7,0.349,0.442,0.413,0.6,6.0,16.0,4775.0,,,22.3,80.8,88.5,84.5,68.6,70.6,66.5,0.748,,13.0,0.595,161.0,4.7,3.7,5.5,23.9,134.4,,,143.0,27.5,208.0,32.0,-2.0,-2.0,-2.0,-2.0,-2.0,4.0,6.4,88.5,22.5,22.5,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,75.0,48.8,-2.0,19.6,13.2,26.1,10.0,0.6,15.5,1.8,22.2,26.5,100.0,,-9.1,100.0,100.0,100.0,,46.0,,,,2.22,64.9,0.1,34.1,1.05,50.3,19.0,,8.5,17.9,67.0,6.1,1.0,368.0,0.2,0.4,,,,52.0,52.3,49.2,,1.0
