 Afghanistan,2.8
 Albania,2.8
 Algeria,1.4
 Angola,14.3
 Argentina,4.6
 Armenia,1.8
 Australia,5.1
 Austria,5.4
 Azerbaijan,1.3
 Bahamas,1.2
 Bahrain,3.1
 Bangladesh,8.3
 Barbados,0.3
 Belarus,7.2
 Belgium,9.1
 Belize,2.4
 Benin,8.3
 Bhutan,10.5
 Bolivia (Plurinational State of),16.4
 Bosnia and Herzegovina,2.0
 Botswana,6.9
 Brazil,2.7
 Brunei Darussalam,0.3
 Bulgaria,4.9
 Burkina Faso,9.4
 Burundi,7.0
 Cabo Verde,7.9
 Cambodia,8.7
 Cameroon,8.6
 Canada,5.8
 Central African Republic,10.1
 Chad,7.4
 Chile,4.2
 China,10.0
 Colombia,2.2
 Comoros,8.5
 Congo,7.0
 Congo (Democratic Republic of the),7.1
 Costa Rica,2.2
 Croatia,6.0
 Cuba,4.8
 Cyprus,2.0
 Czechia,3.8
 Côte d'Ivoire,13.5
 Denmark,4.9
 Dominican Republic,2.4
 Ecuador,4.5
 Egypt,1.9
 El Salvador,5.0
 Equatorial Guinea,13.7
 Eritrea,5.9
 Estonia,4.7
 Eswatini (Kingdom of),9.8
 Ethiopia,5.6
 Finland,7.8
 France,7.2
 Gabon,7.3
 Gambia,7.6
 Georgia,1.5
 Germany,4.5
 Ghana,3.9
 Greece,1.2
 Guatemala,1.4
 Guinea,7.1
 Guinea-Bissau,6.2
 Guyana,14.4
 Haiti,5.1
 Honduras,2.9
 Hungary,7.5
 Iceland,5.1
 India,16.0
 Indonesia,1.9
 Iran (Islamic Republic of),3.9
 Iraq,3.0
 Ireland,4.8
 Israel,2.4
 Italy,2.1
 Jamaica,0.2
 Japan,10.4
 Jordan,2.5
 Kazakhstan,9.0
 Kenya,4.6
 Korea (Republic of),18.4
 Kuwait,2.1
 Kyrgyzstan,4.0
 Lao People's Democratic Republic,10.8
 Latvia,4.2
 Lebanon,1.9
 Lesotho,8.6
 Liberia,4.7
 Libya,3.2
 Lithuania,8.5
 Luxembourg,4.5
 Madagascar,4.5
 Malawi,4.3
 Malaysia,3.7
 Maldives,11.4
 Mali,6.7
 Malta,1.3
 Mauritania,5.6
 Mauritius,3.6
 Mexico,1.6
 Moldova (Republic of),5.3
 Mongolia,11.3
 Montenegro,5.2
 Morocco,4.0
 Mozambique,6.8
 Myanmar,3.1
 Namibia,5.8
 Nepal,7.3
 Netherlands,4.7
 New Zealand,6.7
 Nicaragua,4.6
 Niger,6.3
 Nigeria,9.5
 Norway,6.2
 Oman,1.4
 Pakistan,2.6
 Panama,1.5
 Paraguay,6.2
 Peru,3.2
 Philippines,2.0
 Poland,4.8
 Portugal,4.1
 Qatar,1.2
 Romania,3.6
 Russian Federation,7.0
 Rwanda,3.9
 Saint Lucia,2.1
 Saint Vincent and the Grenadines,0.8
 Sao Tome and Principe,1.7
 Saudi Arabia,2.2
 Senegal,6.5
 Serbia,5.3
 Sierra Leone,14.1
 Singapore,6.5
 Slovakia,3.1
 Slovenia,5.1
 Solomon Islands,5.4
 South Africa,5.2
 Spain,2.2
 Sri Lanka,11.7
 Sudan,6.8
 Suriname,12.8
 Sweden,6.7
 Switzerland,6.2
 Syrian Arab Republic,1.2
 Tajikistan,2.3
 Tanzania (United Republic of),5.7
 Thailand,8.1
 The former Yugoslav Republic of Macedonia,2.8
 Timor-Leste,6.1
 Togo,8.8
 Tonga,3.4
 Trinidad and Tobago,5.2
 Tunisia,4.1
 Turkey,5.6
 Uganda,7.4
 Ukraine,5.8
 United Arab Emirates,1.1
 United Kingdom,3.1
 United States,5.0
 Uruguay,6.4
 Uzbekistan,3.8
 Venezuela (Bolivarian Republic of),1.4
 Viet Nam,3.4
 Yemen,6.4
 Zambia,5.2
 Zimbabwe,10.2
